job_id,run_name,status,classifier,model,model_name,input_mode,unfreeze_layers,head_type,loss_name,epochs,pooling,encoder_lr,classifier_lr,data_source,split_regime,uses_fixed_test_csv,train_size,val_size,test_size,val_macro_f1,test_loss,test_macro_f1,test_accuracy,best_epoch,start_phase,use_time_of_tweet,use_age_of_user,use_country,label,log_path,command
540018,bertweet_u12_mlp_ce_std,complete,transformer,bertweet,vinai/bertweet-base,text,12,mlp,cross_entropy,5,auto,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.7991,0.5572,0.8008,0.7977,4,1,,,,bertweet | text | L12 | mlp | cross_entropy,/home/k/kimsh/cs4248/project/results/slurm_new_540018.log,python -u run_all.py --classifier transformer --model bertweet --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name bertweet_u12_mlp_ce_std --epochs 5 --unfreeze_layers 12 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --start_phase 1
540027,finbert_u0_mlp_ce_std,complete,transformer,finbert,ProsusAI/finbert,text,0,mlp,cross_entropy,5,auto,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.6909,0.6838,0.6960,0.6924,2,1,,,,finbert | text | L0 | mlp | cross_entropy,/home/k/kimsh/cs4248/project/results/slurm_new_540027.log,python -u run_all.py --classifier transformer --model finbert --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name finbert_u0_mlp_ce_std --epochs 5 --unfreeze_layers 0 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --start_phase 1
540031,finbert_u2_mlp_ce_std,complete,transformer,finbert,ProsusAI/finbert,text,2,mlp,cross_entropy,5,auto,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.7493,0.5639,0.7588,0.7558,5,1,,,,finbert | text | L2 | mlp | cross_entropy,/home/k/kimsh/cs4248/project/results/slurm_new_540031.log,python -u run_all.py --classifier transformer --model finbert --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name finbert_u2_mlp_ce_std --epochs 5 --unfreeze_layers 2 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --start_phase 1
540035,finbert_u12_mlp_ce_std,complete,transformer,finbert,ProsusAI/finbert,text,12,mlp,cross_entropy,5,auto,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.7900,0.5169,0.7885,0.7852,2,1,,,,finbert | text | L12 | mlp | cross_entropy,/home/k/kimsh/cs4248/project/results/slurm_new_540035.log,python -u run_all.py --classifier transformer --model finbert --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name finbert_u12_mlp_ce_std --epochs 5 --unfreeze_layers 12 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --start_phase 1
540039,bert_u4_lin_ce_std,complete,transformer,bert,bert-base-uncased,text,4,linear,cross_entropy,5,auto,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.7775,0.5082,0.7873,0.7838,3,1,,,,bert | text | L4 | linear | cross_entropy,/home/k/kimsh/cs4248/project/results/slurm_new_540039.log,python -u run_all.py --classifier transformer --model bert --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name bert_u4_lin_ce_std --epochs 5 --unfreeze_layers 4 --input_mode text --head_type linear --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --start_phase 1
540041,bertweet_u4_lin_ce_std,complete,transformer,bertweet,vinai/bertweet-base,text,4,linear,cross_entropy,5,auto,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.7882,0.5041,0.7844,0.7807,4,1,,,,bertweet | text | L4 | linear | cross_entropy,/home/k/kimsh/cs4248/project/results/slurm_new_540041.log,python -u run_all.py --classifier transformer --model bertweet --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name bertweet_u4_lin_ce_std --epochs 5 --unfreeze_layers 4 --input_mode text --head_type linear --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --start_phase 1
540046,finbert_u4_lin_ce_std,complete,transformer,finbert,ProsusAI/finbert,text,4,linear,cross_entropy,5,auto,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.7578,0.5428,0.7704,0.7674,2,1,,,,finbert | text | L4 | linear | cross_entropy,/home/k/kimsh/cs4248/project/results/slurm_new_540046.log,python -u run_all.py --classifier transformer --model finbert --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name finbert_u4_lin_ce_std --epochs 5 --unfreeze_layers 4 --input_mode text --head_type linear --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --start_phase 1
540050,bert_u4_mlp_focal_std,complete,transformer,bert,bert-base-uncased,text,4,mlp,focal,5,auto,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.7770,0.2541,0.7930,0.7898,3,1,,,,bert | text | L4 | mlp | focal,/home/k/kimsh/cs4248/project/results/slurm_new_540050.log,python -u run_all.py --classifier transformer --model bert --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name bert_u4_mlp_focal_std --epochs 5 --unfreeze_layers 4 --input_mode text --head_type mlp --hidden_dim 0 --loss_name focal --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --start_phase 1
540538,bertweet_u4_mlp_focal_std,complete,transformer,bertweet,vinai/bertweet-base,text,4,mlp,focal,5,auto,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.7895,0.2413,0.7872,0.7838,4,1,,,,bertweet | text | L4 | mlp | focal,/home/k/kimsh/cs4248/project/results/slurm_new_540538.log,python -u run_all.py --classifier transformer --model bertweet --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name bertweet_u4_mlp_focal_std --epochs 5 --unfreeze_layers 4 --input_mode text --head_type mlp --hidden_dim 0 --loss_name focal --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --start_phase 1
540568,finbert_u4_mlp_focal_std,complete,transformer,finbert,ProsusAI/finbert,text,4,mlp,focal,5,auto,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.7557,0.2652,0.7686,0.7654,4,1,,,,finbert | text | L4 | mlp | focal,/home/k/kimsh/cs4248/project/results/slurm_new_540568.log,python -u run_all.py --classifier transformer --model finbert --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name finbert_u4_mlp_focal_std --epochs 5 --unfreeze_layers 4 --input_mode text --head_type mlp --hidden_dim 0 --loss_name focal --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --start_phase 1
540620,bert_u4_mlp_ce_low,complete,transformer,bert,bert-base-uncased,text,4,mlp,cross_entropy,5,auto,1e-5,5e-5,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.7689,0.5262,0.7795,0.7767,4,1,,,,bert | text | L4 | mlp | cross_entropy,/home/k/kimsh/cs4248/project/results/slurm_new_540620.log,python -u run_all.py --classifier transformer --model bert --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 1e-5 --classifier_lr 5e-5 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name bert_u4_mlp_ce_low --epochs 5 --unfreeze_layers 4 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --start_phase 1
540665,bertweet_u4_mlp_ce_low,complete,transformer,bertweet,vinai/bertweet-base,text,4,mlp,cross_entropy,5,auto,1e-5,5e-5,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.7874,0.5013,0.7883,0.7849,4,1,,,,bertweet | text | L4 | mlp | cross_entropy,/home/k/kimsh/cs4248/project/results/slurm_new_540665.log,python -u run_all.py --classifier transformer --model bertweet --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 1e-5 --classifier_lr 5e-5 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name bertweet_u4_mlp_ce_low --epochs 5 --unfreeze_layers 4 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --start_phase 1
540713,finbert_u4_mlp_ce_low,complete,transformer,finbert,ProsusAI/finbert,text,4,mlp,cross_entropy,5,auto,1e-5,5e-5,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.7562,0.5646,0.7650,0.7612,2,1,,,,finbert | text | L4 | mlp | cross_entropy,/home/k/kimsh/cs4248/project/results/slurm_new_540713.log,python -u run_all.py --classifier transformer --model finbert --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 1e-5 --classifier_lr 5e-5 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name finbert_u4_mlp_ce_low --epochs 5 --unfreeze_layers 4 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --start_phase 1
540761,bert_u4_mlp_ce_meta_all_std,complete,transformer,bert,bert-base-uncased,text,4,mlp,cross_entropy,5,auto,2e-5,1e-4,cache_records,fixed_test_csv,1,23358,4122,3534,0.7849,0.5244,0.7853,0.7821,4,1,1,1,1,bert | text | L4 | mlp | cross_entropy,/home/k/kimsh/cs4248/project/results/slurm_new_540761.log,python -u run_all.py --classifier transformer --model bert --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name bert_u4_mlp_ce_meta_all_std --epochs 5 --unfreeze_layers 4 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --use_time_of_tweet --use_age_of_user --use_country --start_phase 1
540790,bertweet_u4_mlp_ce_meta_all_std,complete,transformer,bertweet,vinai/bertweet-base,text,4,mlp,cross_entropy,5,auto,2e-5,1e-4,cache_records,fixed_test_csv,1,23358,4122,3534,0.7848,0.4948,0.7940,0.7909,4,1,1,1,1,bertweet | text | L4 | mlp | cross_entropy,/home/k/kimsh/cs4248/project/results/slurm_new_540790.log,python -u run_all.py --classifier transformer --model bertweet --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name bertweet_u4_mlp_ce_meta_all_std --epochs 5 --unfreeze_layers 4 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --use_time_of_tweet --use_age_of_user --use_country --start_phase 1
540824,finbert_u4_mlp_ce_meta_all_std,complete,transformer,finbert,ProsusAI/finbert,text,4,mlp,cross_entropy,5,auto,2e-5,1e-4,cache_records,fixed_test_csv,1,23358,4122,3534,0.7668,0.5351,0.7808,0.7776,3,1,1,1,1,finbert | text | L4 | mlp | cross_entropy,/home/k/kimsh/cs4248/project/results/slurm_new_540824.log,python -u run_all.py --classifier transformer --model finbert --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name finbert_u4_mlp_ce_meta_all_std --epochs 5 --unfreeze_layers 4 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --use_time_of_tweet --use_age_of_user --use_country --start_phase 1
540865,bert_u4_mlp_ce_meta_time_std,complete,transformer,bert,bert-base-uncased,text,4,mlp,cross_entropy,5,auto,2e-5,1e-4,cache_records,fixed_test_csv,1,23358,4122,3534,0.7737,0.5234,0.7825,0.7790,2,1,1,,,bert | text | L4 | mlp | cross_entropy,/home/k/kimsh/cs4248/project/results/slurm_new_540865.log,python -u run_all.py --classifier transformer --model bert --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name bert_u4_mlp_ce_meta_time_std --epochs 5 --unfreeze_layers 4 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --use_time_of_tweet --start_phase 1
