job_id	run_name	job_name	spec
540010	bertweet_u0_mlp_ce_std	sweep-bertweet_u0_mlp_ce_std	RUN_NAME=bertweet_u0_mlp_ce_std CLASSIFIER=transformer MODEL=bertweet START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=0 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4
540013	bertweet_u2_mlp_ce_std	sweep-bertweet_u2_mlp_ce_std	RUN_NAME=bertweet_u2_mlp_ce_std CLASSIFIER=transformer MODEL=bertweet START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=2 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4
540018	bertweet_u12_mlp_ce_std	sweep-bertweet_u12_mlp_ce_std	RUN_NAME=bertweet_u12_mlp_ce_std CLASSIFIER=transformer MODEL=bertweet START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=12 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4
540027	finbert_u0_mlp_ce_std	sweep-finbert_u0_mlp_ce_std	RUN_NAME=finbert_u0_mlp_ce_std CLASSIFIER=transformer MODEL=finbert START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=0 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4
540031	finbert_u2_mlp_ce_std	sweep-finbert_u2_mlp_ce_std	RUN_NAME=finbert_u2_mlp_ce_std CLASSIFIER=transformer MODEL=finbert START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=2 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4
540035	finbert_u12_mlp_ce_std	sweep-finbert_u12_mlp_ce_std	RUN_NAME=finbert_u12_mlp_ce_std CLASSIFIER=transformer MODEL=finbert START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=12 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4
540039	bert_u4_lin_ce_std	sweep-bert_u4_lin_ce_std	RUN_NAME=bert_u4_lin_ce_std CLASSIFIER=transformer MODEL=bert START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=4 HEAD_TYPE=linear LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4
540041	bertweet_u4_lin_ce_std	sweep-bertweet_u4_lin_ce_std	RUN_NAME=bertweet_u4_lin_ce_std CLASSIFIER=transformer MODEL=bertweet START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=4 HEAD_TYPE=linear LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4
540046	finbert_u4_lin_ce_std	sweep-finbert_u4_lin_ce_std	RUN_NAME=finbert_u4_lin_ce_std CLASSIFIER=transformer MODEL=finbert START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=4 HEAD_TYPE=linear LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4
540050	bert_u4_mlp_focal_std	sweep-bert_u4_mlp_focal_std	RUN_NAME=bert_u4_mlp_focal_std CLASSIFIER=transformer MODEL=bert START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=4 HEAD_TYPE=mlp LOSS_NAME=focal POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4
540538	bertweet_u4_mlp_focal_std	sweep-bertweet_u4_mlp_focal_std	RUN_NAME=bertweet_u4_mlp_focal_std CLASSIFIER=transformer MODEL=bertweet START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=4 HEAD_TYPE=mlp LOSS_NAME=focal POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4
540568	finbert_u4_mlp_focal_std	sweep-finbert_u4_mlp_focal_std	RUN_NAME=finbert_u4_mlp_focal_std CLASSIFIER=transformer MODEL=finbert START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=4 HEAD_TYPE=mlp LOSS_NAME=focal POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4
540620	bert_u4_mlp_ce_low	sweep-bert_u4_mlp_ce_low	RUN_NAME=bert_u4_mlp_ce_low CLASSIFIER=transformer MODEL=bert START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=4 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=1e-5 CLASSIFIER_LR=5e-5
540665	bertweet_u4_mlp_ce_low	sweep-bertweet_u4_mlp_ce_low	RUN_NAME=bertweet_u4_mlp_ce_low CLASSIFIER=transformer MODEL=bertweet START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=4 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=1e-5 CLASSIFIER_LR=5e-5
540713	finbert_u4_mlp_ce_low	sweep-finbert_u4_mlp_ce_low	RUN_NAME=finbert_u4_mlp_ce_low CLASSIFIER=transformer MODEL=finbert START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=4 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=1e-5 CLASSIFIER_LR=5e-5
540761	bert_u4_mlp_ce_meta_all_std	sweep-bert_u4_mlp_ce_meta_all_std	RUN_NAME=bert_u4_mlp_ce_meta_all_std CLASSIFIER=transformer MODEL=bert START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=4 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4 USE_TIME_OF_TWEET=1 USE_AGE_OF_USER=1 USE_COUNTRY=1
540790	bertweet_u4_mlp_ce_meta_all_std	sweep-bertweet_u4_mlp_ce_meta_all_std	RUN_NAME=bertweet_u4_mlp_ce_meta_all_std CLASSIFIER=transformer MODEL=bertweet START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=4 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4 USE_TIME_OF_TWEET=1 USE_AGE_OF_USER=1 USE_COUNTRY=1
540824	finbert_u4_mlp_ce_meta_all_std	sweep-finbert_u4_mlp_ce_meta_all_std	RUN_NAME=finbert_u4_mlp_ce_meta_all_std CLASSIFIER=transformer MODEL=finbert START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=4 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4 USE_TIME_OF_TWEET=1 USE_AGE_OF_USER=1 USE_COUNTRY=1
540865	bert_u4_mlp_ce_meta_time_std	sweep-bert_u4_mlp_ce_meta_time_std	RUN_NAME=bert_u4_mlp_ce_meta_time_std CLASSIFIER=transformer MODEL=bert START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=4 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4 USE_TIME_OF_TWEET=1
540885	bert_u4_mlp_ce_meta_age_std	sweep-bert_u4_mlp_ce_meta_age_std	RUN_NAME=bert_u4_mlp_ce_meta_age_std CLASSIFIER=transformer MODEL=bert START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=4 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4 USE_AGE_OF_USER=1
540905	bert_u4_mlp_ce_meta_country_std	sweep-bert_u4_mlp_ce_meta_country_std	RUN_NAME=bert_u4_mlp_ce_meta_country_std CLASSIFIER=transformer MODEL=bert START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=4 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4 USE_COUNTRY=1
540932	finbert_u4_mlp_ce_meta_time_std	sweep-finbert_u4_mlp_ce_meta_time_std	RUN_NAME=finbert_u4_mlp_ce_meta_time_std CLASSIFIER=transformer MODEL=finbert START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=4 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4 USE_TIME_OF_TWEET=1
540961	finbert_u4_mlp_ce_meta_age_std	sweep-finbert_u4_mlp_ce_meta_age_std	RUN_NAME=finbert_u4_mlp_ce_meta_age_std CLASSIFIER=transformer MODEL=finbert START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=4 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4 USE_AGE_OF_USER=1
541006	finbert_u4_mlp_ce_meta_country_std	sweep-finbert_u4_mlp_ce_meta_country_std	RUN_NAME=finbert_u4_mlp_ce_meta_country_std CLASSIFIER=transformer MODEL=finbert START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=4 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4 USE_COUNTRY=1
541030	bert_u4_mlp_ce_std_mean	sweep-bert_u4_mlp_ce_std_mean	RUN_NAME=bert_u4_mlp_ce_std_mean CLASSIFIER=transformer MODEL=bert START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=4 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=mean ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4
541068	bertweet_u4_mlp_ce_std_mean	sweep-bertweet_u4_mlp_ce_std_mean	RUN_NAME=bertweet_u4_mlp_ce_std_mean CLASSIFIER=transformer MODEL=bertweet START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=4 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=mean ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4
541111	finbert_u4_mlp_ce_std_mean	sweep-finbert_u4_mlp_ce_std_mean	RUN_NAME=finbert_u4_mlp_ce_std_mean CLASSIFIER=transformer MODEL=finbert START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=4 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=mean ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4
541142	bert_u4_mlp_ce_meta_all_low	sweep-bert_u4_mlp_ce_meta_all_low	RUN_NAME=bert_u4_mlp_ce_meta_all_low CLASSIFIER=transformer MODEL=bert START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=4 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=1e-5 CLASSIFIER_LR=5e-5 USE_TIME_OF_TWEET=1 USE_AGE_OF_USER=1 USE_COUNTRY=1
541167	finbert_u4_mlp_ce_meta_all_low	sweep-finbert_u4_mlp_ce_meta_all_low	RUN_NAME=finbert_u4_mlp_ce_meta_all_low CLASSIFIER=transformer MODEL=finbert START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=4 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=1e-5 CLASSIFIER_LR=5e-5 USE_TIME_OF_TWEET=1 USE_AGE_OF_USER=1 USE_COUNTRY=1
541440	qwen2_u0_mlp_ce_std	sweep-qwen2_u0_mlp_ce_std	RUN_NAME=qwen2_u0_mlp_ce_std CLASSIFIER=transformer MODEL=qwen2 START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=0 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4
541493	qwen2_u2_mlp_ce_std	sweep-qwen2_u2_mlp_ce_std	RUN_NAME=qwen2_u2_mlp_ce_std CLASSIFIER=transformer MODEL=qwen2 START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=2 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4
541517	qwen2_u12_mlp_ce_std	sweep-qwen2_u12_mlp_ce_std	RUN_NAME=qwen2_u12_mlp_ce_std CLASSIFIER=transformer MODEL=qwen2 START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=12 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4
541527	qwen2_u4_lin_ce_std	sweep-qwen2_u4_lin_ce_std	RUN_NAME=qwen2_u4_lin_ce_std CLASSIFIER=transformer MODEL=qwen2 START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=4 HEAD_TYPE=linear LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4
541557	qwen2_u4_mlp_focal_std	sweep-qwen2_u4_mlp_focal_std	RUN_NAME=qwen2_u4_mlp_focal_std CLASSIFIER=transformer MODEL=qwen2 START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=4 HEAD_TYPE=mlp LOSS_NAME=focal POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4
541577	qwen2_u4_mlp_ce_low	sweep-qwen2_u4_mlp_ce_low	RUN_NAME=qwen2_u4_mlp_ce_low CLASSIFIER=transformer MODEL=qwen2 START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=4 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=1e-5 CLASSIFIER_LR=5e-5
541614	qwen2_u4_mlp_ce_std_mean	sweep-qwen2_u4_mlp_ce_std_mean	RUN_NAME=qwen2_u4_mlp_ce_std_mean CLASSIFIER=transformer MODEL=qwen2 START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=4 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=mean ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4
541643	tinyllama_u0_mlp_ce_std	sweep-tinyllama_u0_mlp_ce_std	RUN_NAME=tinyllama_u0_mlp_ce_std CLASSIFIER=transformer MODEL=tinyllama START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=0 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4
541682	tinyllama_u2_mlp_ce_std	sweep-tinyllama_u2_mlp_ce_std	RUN_NAME=tinyllama_u2_mlp_ce_std CLASSIFIER=transformer MODEL=tinyllama START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=2 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4
541719	tinyllama_u12_mlp_ce_std	sweep-tinyllama_u12_mlp_ce_std	RUN_NAME=tinyllama_u12_mlp_ce_std CLASSIFIER=transformer MODEL=tinyllama START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=12 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4
541758	tinyllama_u4_lin_ce_std	sweep-tinyllama_u4_lin_ce_std	RUN_NAME=tinyllama_u4_lin_ce_std CLASSIFIER=transformer MODEL=tinyllama START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=4 HEAD_TYPE=linear LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4
541796	tinyllama_u4_mlp_focal_std	sweep-tinyllama_u4_mlp_focal_std	RUN_NAME=tinyllama_u4_mlp_focal_std CLASSIFIER=transformer MODEL=tinyllama START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=4 HEAD_TYPE=mlp LOSS_NAME=focal POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4
541820	tinyllama_u4_mlp_ce_low	sweep-tinyllama_u4_mlp_ce_low	RUN_NAME=tinyllama_u4_mlp_ce_low CLASSIFIER=transformer MODEL=tinyllama START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=4 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=1e-5 CLASSIFIER_LR=5e-5
541845	tinyllama_u4_mlp_ce_std_mean	sweep-tinyllama_u4_mlp_ce_std_mean	RUN_NAME=tinyllama_u4_mlp_ce_std_mean CLASSIFIER=transformer MODEL=tinyllama START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=4 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=mean ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4
541888	qwen2_linear	sweep-qwen2_linear	RUN_NAME=qwen2_linear CLASSIFIER=linear MODEL=qwen2 START_PHASE=1
541894	tinyllama_linear	sweep-tinyllama_linear	RUN_NAME=tinyllama_linear CLASSIFIER=linear MODEL=tinyllama START_PHASE=1

547126	finbert_linear_raw_vader	sweep-finbert_linear_raw_vader	RUN_NAME=finbert_linear_raw_vader CLASSIFIER=linear MODEL=finbert START_PHASE=1 USE_VADER_FEATURES=1
547135	bert_u4_mlp_focal_std_raw_vader	sweep-bert_u4_mlp_focal_std_raw_vader	RUN_NAME=bert_u4_mlp_focal_std_raw_vader CLASSIFIER=transformer MODEL=bert START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=4 HEAD_TYPE=mlp LOSS_NAME=focal POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4 USE_VADER_FEATURES=1
547182	bertweet_u12_mlp_ce_std_raw_vader	sweep-bertweet_u12_mlp_ce_std_raw_vader	RUN_NAME=bertweet_u12_mlp_ce_std_raw_vader CLASSIFIER=transformer MODEL=bertweet START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=12 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4 USE_VADER_FEATURES=1
547222	finbert_u12_mlp_ce_std_raw_vader	sweep-finbert_u12_mlp_ce_std_raw_vader	RUN_NAME=finbert_u12_mlp_ce_std_raw_vader CLASSIFIER=transformer MODEL=finbert START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=12 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4 USE_VADER_FEATURES=1
547259	tinyllama_u12_mlp_ce_std_raw_vader	sweep-tinyllama_u12_mlp_ce_std_raw_vader	RUN_NAME=tinyllama_u12_mlp_ce_std_raw_vader CLASSIFIER=transformer MODEL=tinyllama START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=12 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4 USE_VADER_FEATURES=1
547297	finbert_linear_raw_afinn	sweep-finbert_linear_raw_afinn	RUN_NAME=finbert_linear_raw_afinn CLASSIFIER=linear MODEL=finbert START_PHASE=1 USE_AFINN_FEATURES=1
547300	bert_u4_mlp_focal_std_raw_afinn	sweep-bert_u4_mlp_focal_std_raw_afinn	RUN_NAME=bert_u4_mlp_focal_std_raw_afinn CLASSIFIER=transformer MODEL=bert START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=4 HEAD_TYPE=mlp LOSS_NAME=focal POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4 USE_AFINN_FEATURES=1
547324	bertweet_u12_mlp_ce_std_raw_afinn	sweep-bertweet_u12_mlp_ce_std_raw_afinn	RUN_NAME=bertweet_u12_mlp_ce_std_raw_afinn CLASSIFIER=transformer MODEL=bertweet START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=12 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4 USE_AFINN_FEATURES=1
547364	finbert_u12_mlp_ce_std_raw_afinn	sweep-finbert_u12_mlp_ce_std_raw_afinn	RUN_NAME=finbert_u12_mlp_ce_std_raw_afinn CLASSIFIER=transformer MODEL=finbert START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=12 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4 USE_AFINN_FEATURES=1
547400	tinyllama_u12_mlp_ce_std_raw_afinn	sweep-tinyllama_u12_mlp_ce_std_raw_afinn	RUN_NAME=tinyllama_u12_mlp_ce_std_raw_afinn CLASSIFIER=transformer MODEL=tinyllama START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=12 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4 USE_AFINN_FEATURES=1
547433	finbert_linear_raw_vader_afinn	sweep-finbert_linear_raw_vader_afinn	RUN_NAME=finbert_linear_raw_vader_afinn CLASSIFIER=linear MODEL=finbert START_PHASE=1 USE_VADER_FEATURES=1 USE_AFINN_FEATURES=1
547437	bert_u4_mlp_focal_std_raw_vader_afinn	sweep-bert_u4_mlp_focal_std_raw_vader_afinn	RUN_NAME=bert_u4_mlp_focal_std_raw_vader_afinn CLASSIFIER=transformer MODEL=bert START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=4 HEAD_TYPE=mlp LOSS_NAME=focal POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4 USE_VADER_FEATURES=1 USE_AFINN_FEATURES=1
547448	bertweet_u12_mlp_ce_std_raw_vader_afinn	sweep-bertweet_u12_mlp_ce_std_raw_vader_afinn	RUN_NAME=bertweet_u12_mlp_ce_std_raw_vader_afinn CLASSIFIER=transformer MODEL=bertweet START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=12 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4 USE_VADER_FEATURES=1 USE_AFINN_FEATURES=1
547471	finbert_u12_mlp_ce_std_raw_vader_afinn	sweep-finbert_u12_mlp_ce_std_raw_vader_afinn	RUN_NAME=finbert_u12_mlp_ce_std_raw_vader_afinn CLASSIFIER=transformer MODEL=finbert START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=12 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4 USE_VADER_FEATURES=1 USE_AFINN_FEATURES=1
547483	tinyllama_u12_mlp_ce_std_raw_vader_afinn	sweep-tinyllama_u12_mlp_ce_std_raw_vader_afinn	RUN_NAME=tinyllama_u12_mlp_ce_std_raw_vader_afinn CLASSIFIER=transformer MODEL=tinyllama START_PHASE=1 INPUT_MODE=text UNFREEZE_LAYERS=12 HEAD_TYPE=mlp LOSS_NAME=cross_entropy POOLING=auto ENCODER_LR=2e-5 CLASSIFIER_LR=1e-4 USE_VADER_FEATURES=1 USE_AFINN_FEATURES=1
547500	finbert_linear_cleaned_vader	sweep-finbert_linear_cleaned_vader	RUN_NAME=finbert_linear_cleaned_vader CLASSIFIER=linear MODEL=finbert START_PHASE=1 USE_CLEANED_DATASET=1 USE_VADER_FEATURES=1
